bundle_id,timestamp,source,destination,relay_path,propagation_delay_sec,rss_dbm,packet_size_bytes,transmission_rate_bps,ttl_original,status,St,Sl,Sr,Sh,Sc,trust_score,dynamic_trust,anomaly_confidence,lineage_score,combined_confidence,ttl_new,verdict
427,2026-08-01T00:16:09,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.63,-98.05,544,273,3600,Normal,0.675,0.627,0.639,0.633,0.849,0.698,0.707,0.151,1.0,0.809,2913,Legitimate
428,2026-08-01T00:16:58,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,705.42,-92.53,546,251,3600,Normal,0.815,0.661,0.48,0.571,0.908,0.716,0.709,0.092,1.0,0.816,2937,Legitimate
429,2026-08-01T00:18:25,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,721.75,-93.9,536,267,3600,Normal,0.348,0.837,0.674,0.755,0.967,0.707,0.708,0.033,1.0,0.813,2925,Legitimate
430,2026-08-01T00:19:39,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.68,-95.01,560,237,3600,Normal,0.593,0.633,0.862,0.747,0.849,0.734,0.712,0.151,1.0,0.823,2963,Legitimate
431,2026-08-01T00:20:36,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,708.43,-90.97,522,260,3600,Normal,0.979,0.719,0.369,0.544,0.928,0.749,0.718,0.072,1.0,0.83,2989,Legitimate
432,2026-08-01T00:21:44,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,715.54,-97.6,463,246,3600,Normal,0.724,0.943,0.655,0.799,0.861,0.796,0.729,0.139,1.0,0.85,3059,Legitimate
433,2026-08-01T00:22:42,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,719.59,-93.63,557,253,3600,Normal,0.995,0.91,0.679,0.794,0.933,0.879,0.752,0.067,1.0,0.885,3185,Legitimate
434,2026-08-01T00:23:55,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,723.71,-93.86,539,247,3600,Normal,0.618,0.779,0.721,0.75,0.964,0.77,0.755,0.036,1.0,0.85,3059,Legitimate
435,2026-08-01T00:24:40,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.21,-91.03,476,264,3600,Normal,0.64,0.633,0.408,0.52,0.88,0.64,0.737,0.12,1.0,0.799,2878,Legitimate
436,2026-08-01T00:25:50,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,705.06,-93.95,497,239,3600,Normal,0.681,0.605,0.776,0.691,0.918,0.745,0.739,0.082,1.0,0.836,3010,Legitimate
437,2026-08-01T00:27:20,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.72,-93.67,488,240,3600,Normal,0.357,0.8,0.739,0.769,0.94,0.709,0.734,0.06,1.0,0.822,2960,Legitimate
438,2026-08-01T00:28:01,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,717.02,-95.54,513,239,3600,Normal,0.556,0.992,0.921,0.957,0.958,0.857,0.753,0.042,1.0,0.878,3161,Legitimate
439,2026-08-01T00:28:36,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,713.69,-91.13,522,248,3600,Normal,0.474,0.868,0.438,0.653,0.95,0.682,0.742,0.05,1.0,0.816,2936,Legitimate
440,2026-08-01T00:29:30,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,698.93,-94.18,540,265,3600,Normal,0.877,0.474,0.847,0.661,0.86,0.765,0.745,0.14,1.0,0.845,3041,Legitimate
441,2026-08-01T00:30:35,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,737.5,-99.54,519,242,3600,Normal,0.81,0.429,0.397,0.413,0.846,0.621,0.727,0.154,1.0,0.789,2841,Legitimate
442,2026-08-01T00:31:29,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,705.72,-92.8,488,241,3600,Normal,0.872,0.639,0.634,0.636,0.906,0.763,0.732,0.094,1.0,0.84,3023,Legitimate
443,2026-08-01T00:32:09,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,717.18,-94.25,510,238,3600,Normal,0.561,0.985,0.854,0.919,0.962,0.84,0.748,0.038,1.0,0.871,3135,Legitimate
444,2026-08-01T00:32:55,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,739.19,-97.1,511,260,3600,Normal,0.692,0.409,0.663,0.536,0.899,0.665,0.736,0.101,1.0,0.808,2908,Legitimate
445,2026-08-01T00:33:54,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,703.02,-93.14,557,249,3600,Normal,0.948,0.571,0.677,0.624,0.852,0.762,0.74,0.148,1.0,0.842,3032,Legitimate
446,2026-08-01T00:35:03,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,714.81,-98.44,505,253,3600,Normal,0.688,0.917,0.504,0.711,0.959,0.767,0.744,0.041,1.0,0.845,3043,Legitimate
447,2026-08-01T00:36:25,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,735.53,-99.51,474,248,3600,Normal,0.455,0.484,0.418,0.451,0.82,0.544,0.714,0.18,1.0,0.757,2726,Legitimate
448,2026-08-01T00:37:55,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.44,-94.8,478,251,3600,Normal,0.366,0.655,0.917,0.786,0.942,0.72,0.715,0.058,1.0,0.819,2950,Legitimate
449,2026-08-01T00:38:45,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.99,-96.85,511,259,3600,Normal,0.753,0.768,0.729,0.748,0.971,0.805,0.728,0.029,1.0,0.853,3069,Legitimate
450,2026-08-01T00:39:30,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,712.48,-92.91,541,250,3600,Normal,0.649,0.818,0.626,0.722,0.949,0.76,0.733,0.051,1.0,0.839,3021,Legitimate
451,2026-08-01T00:40:59,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,722.76,-95.88,516,263,3600,Normal,0.39,0.811,0.877,0.844,0.986,0.766,0.738,0.014,1.0,0.843,3034,Legitimate
452,2026-08-01T00:42:04,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,699.56,-97.16,557,244,3600,Normal,0.845,0.486,0.68,0.583,0.797,0.702,0.733,0.203,1.0,0.819,2950,Legitimate
453,2026-08-01T00:43:25,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.99,-96.83,544,268,3600,Normal,0.52,0.783,0.732,0.757,0.918,0.738,0.734,0.082,1.0,0.832,2995,Legitimate
454,2026-08-01T00:44:21,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,727.47,-91.57,491,245,3600,Normal,0.885,0.66,0.467,0.564,0.938,0.738,0.734,0.062,1.0,0.832,2995,Legitimate
455,2026-08-01T00:45:00,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.3,-97.75,468,276,3600,Normal,0.527,0.618,0.604,0.611,0.82,0.642,0.72,0.18,1.0,0.794,2859,Legitimate
456,2026-08-01T00:46:00,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,723.55,-95.33,555,271,3600,Normal,0.984,0.786,0.992,0.889,0.903,0.916,0.75,0.097,1.0,0.896,3226,Legitimate
457,2026-08-01T00:46:56,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,721.89,-97.76,497,272,3600,Normal,0.898,0.843,0.606,0.725,0.933,0.82,0.76,0.067,1.0,0.868,3125,Legitimate
458,2026-08-01T00:48:00,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,724.05,-98.94,471,245,3600,Normal,0.867,0.774,0.483,0.628,0.882,0.752,0.759,0.118,1.0,0.845,3043,Legitimate
459,2026-08-01T00:49:12,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,713.74,-96.4,465,275,3600,Normal,0.676,0.843,0.821,0.832,0.834,0.794,0.764,0.166,1.0,0.861,3099,Legitimate
460,2026-08-01T00:50:25,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.34,-99.43,494,268,3600,Normal,0.66,0.702,0.446,0.574,0.906,0.678,0.751,0.094,1.0,0.817,2942,Legitimate
461,2026-08-01T00:51:01,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,698.86,-92.71,513,256,3600,Normal,0.468,0.451,0.572,0.511,0.884,0.594,0.728,0.116,1.0,0.78,2808,Legitimate
462,2026-08-01T00:52:08,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.11,-92.35,499,254,3600,Normal,0.793,0.637,0.543,0.59,0.967,0.735,0.729,0.033,1.0,0.829,2985,Legitimate
463,2026-08-01T00:53:21,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,723.83,-95.0,496,236,3600,Normal,0.663,0.775,0.941,0.858,0.929,0.827,0.744,0.071,1.0,0.865,3115,Legitimate
464,2026-08-01T00:53:57,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.16,-99.0,469,269,3600,Normal,0.467,0.758,0.482,0.62,0.853,0.64,0.728,0.147,1.0,0.796,2866,Legitimate
465,2026-08-01T00:55:13,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.52,-93.21,507,243,3600,Normal,0.607,0.58,0.654,0.617,0.923,0.691,0.722,0.077,1.0,0.812,2923,Legitimate
466,2026-08-01T00:56:13,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,713.45,-91.18,534,254,3600,Normal,0.996,0.844,0.446,0.645,0.951,0.809,0.735,0.049,1.0,0.856,3082,Legitimate
467,2026-08-01T00:56:47,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.37,-97.95,472,270,3600,Normal,0.432,0.775,0.596,0.686,0.9,0.676,0.727,0.1,1.0,0.808,2910,Legitimate
468,2026-08-01T00:57:58,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,703.12,-97.85,556,265,3600,Normal,0.723,0.534,0.619,0.577,0.846,0.681,0.72,0.154,1.0,0.808,2908,Legitimate
469,2026-08-01T00:59:01,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,705.94,-91.77,518,274,3600,Normal,0.932,0.611,0.493,0.552,0.89,0.732,0.721,0.11,1.0,0.826,2972,Legitimate
470,2026-08-01T00:59:45,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,732.86,-96.23,479,262,3600,Normal,0.593,0.507,0.859,0.683,0.912,0.718,0.721,0.088,1.0,0.821,2955,Legitimate
471,2026-08-01T01:00:40,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,699.66,-96.08,481,259,3600,Normal,0.853,0.473,0.883,0.678,0.858,0.767,0.728,0.142,1.0,0.84,3023,Legitimate
472,2026-08-01T01:01:34,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,698.59,-92.29,489,264,3600,Normal,0.812,0.465,0.544,0.505,0.847,0.667,0.719,0.153,1.0,0.802,2889,Legitimate
473,2026-08-01T01:02:54,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,701.1,-91.22,550,243,3600,Normal,0.528,0.526,0.453,0.489,0.82,0.582,0.698,0.18,1.0,0.765,2754,Legitimate
474,2026-08-01T01:03:44,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,706.91,-91.33,529,255,3600,Normal,0.719,0.685,0.477,0.581,0.932,0.703,0.699,0.068,1.0,0.808,2909,Legitimate
475,2026-08-01T01:04:54,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.94,-93.94,500,240,3600,Normal,0.739,0.85,0.803,0.827,0.952,0.836,0.72,0.048,1.0,0.86,3097,Legitimate
476,2026-08-01T01:05:46,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,734.93,-96.11,544,264,3600,Normal,0.737,0.416,0.82,0.618,0.913,0.721,0.72,0.087,1.0,0.821,2957,Legitimate
477,2026-08-01T01:06:35,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,738.09,-95.86,529,248,3600,Normal,0.676,0.377,0.846,0.612,0.895,0.699,0.717,0.105,1.0,0.813,2926,Legitimate
478,2026-08-01T01:07:20,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.59,-91.99,531,256,3600,Normal,0.601,0.808,0.562,0.685,0.959,0.732,0.719,0.041,1.0,0.825,2970,Legitimate
479,2026-08-01T01:08:16,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,724.17,-95.71,504,255,3600,Normal,0.865,0.724,0.861,0.793,0.992,0.86,0.74,0.008,1.0,0.875,3149,Legitimate
480,2026-08-01T01:09:20,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.36,-96.38,563,258,3600,Normal,0.869,0.606,0.761,0.684,0.895,0.783,0.747,0.105,1.0,0.852,3065,Legitimate
481,2026-08-01T01:10:21,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.88,-92.03,547,260,3600,Normal,0.954,0.777,0.562,0.67,0.926,0.805,0.755,0.074,1.0,0.862,3101,Legitimate
482,2026-08-01T01:11:46,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,713.91,-90.34,474,268,3600,Normal,0.423,0.884,0.4,0.642,0.844,0.638,0.738,0.156,1.0,0.799,2876,Legitimate
483,2026-08-01T01:12:51,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,720.23,-94.95,530,252,3600,Normal,0.848,0.86,0.986,0.923,0.981,0.919,0.765,0.019,1.0,0.902,3247,Legitimate
484,2026-08-01T01:14:14,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,717.57,-91.84,518,268,3600,Normal,0.47,0.965,0.555,0.76,0.976,0.741,0.761,0.024,1.0,0.842,3032,Legitimate
485,2026-08-01T01:14:58,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.02,-92.86,515,242,3600,Normal,0.586,0.784,0.683,0.734,0.944,0.749,0.76,0.056,1.0,0.844,3040,Legitimate
486,2026-08-01T01:15:57,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,722.84,-97.59,511,256,3600,Normal,0.957,0.749,0.595,0.672,0.987,0.822,0.769,0.013,1.0,0.872,3138,Legitimate
487,2026-08-01T01:17:03,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,703.33,-97.61,545,250,3600,Normal,0.826,0.556,0.604,0.58,0.877,0.716,0.761,0.123,1.0,0.834,3001,Legitimate
488,2026-08-01T01:18:25,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,731.09,-97.47,505,244,3600,Normal,0.468,0.528,0.632,0.58,0.932,0.64,0.743,0.068,1.0,0.801,2885,Legitimate
489,2026-08-01T01:19:22,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,702.82,-98.14,537,247,3600,Normal,0.889,0.55,0.563,0.557,0.891,0.723,0.74,0.109,1.0,0.829,2984,Legitimate
490,2026-08-01T01:19:54,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,717.83,-93.56,544,253,3600,Normal,0.365,0.946,0.728,0.837,0.964,0.751,0.741,0.036,1.0,0.839,3020,Legitimate
491,2026-08-01T01:20:31,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,731.91,-92.5,543,259,3600,Normal,0.455,0.521,0.597,0.559,0.918,0.622,0.724,0.082,1.0,0.789,2839,Legitimate
492,2026-08-01T01:21:23,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,735.6,-96.05,504,260,3600,Normal,0.771,0.436,0.829,0.632,0.932,0.742,0.726,0.068,1.0,0.831,2990,Legitimate
493,2026-08-01T01:22:43,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,707.33,-92.22,466,249,3600,Normal,0.517,0.647,0.566,0.606,0.858,0.647,0.714,0.142,1.0,0.794,2858,Legitimate
494,2026-08-01T01:23:30,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,724.18,-91.85,561,247,3600,Normal,0.638,0.74,0.535,0.637,0.888,0.7,0.712,0.112,1.0,0.811,2921,Legitimate
495,2026-08-01T01:24:36,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,709.95,-98.4,561,263,3600,Normal,0.84,0.734,0.523,0.629,0.848,0.736,0.716,0.152,1.0,0.825,2971,Legitimate
496,2026-08-01T01:25:12,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.26,-97.38,502,237,3600,Normal,0.442,0.563,0.651,0.607,0.888,0.636,0.704,0.112,1.0,0.786,2831,Legitimate
497,2026-08-01T01:25:59,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,735.86,-91.46,549,245,3600,Normal,0.655,0.428,0.502,0.465,0.87,0.614,0.69,0.13,1.0,0.774,2785,Legitimate
498,2026-08-01T01:27:14,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,712.31,-92.6,547,251,3600,Normal,0.603,0.819,0.64,0.729,0.94,0.75,0.699,0.06,1.0,0.824,2967,Legitimate
499,2026-08-01T01:27:53,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,723.34,-92.8,503,254,3600,Normal,0.508,0.735,0.673,0.704,0.991,0.727,0.704,0.009,1.0,0.818,2945,Legitimate
500,2026-08-01T01:29:03,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,732.73,-97.55,502,266,3600,Normal,0.694,0.488,0.591,0.54,0.92,0.673,0.699,0.08,1.0,0.798,2871,Legitimate
501,2026-08-01T01:30:17,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,738.85,-93.76,558,248,3600,Normal,0.617,0.385,0.807,0.596,0.849,0.664,0.694,0.151,1.0,0.793,2854,Legitimate
502,2026-08-01T01:30:47,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,735.94,-98.3,470,275,3600,Normal,0.369,0.455,0.519,0.487,0.79,0.533,0.67,0.21,1.0,0.737,2654,Legitimate
503,2026-08-01T01:31:57,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,727.09,-93.65,467,257,3600,Normal,0.683,0.684,0.795,0.74,0.912,0.769,0.685,0.088,1.0,0.826,2973,Legitimate
504,2026-08-01T01:32:40,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,740.22,-98.09,511,248,3600,Normal,0.6,0.397,0.538,0.467,0.856,0.598,0.672,0.144,1.0,0.761,2741,Legitimate
505,2026-08-01T01:33:28,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,712.99,-95.74,518,255,3600,Normal,0.718,0.787,0.859,0.823,0.983,0.837,0.696,0.017,1.0,0.853,3069,Legitimate
506,2026-08-01T01:34:19,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,737.03,-97.49,465,261,3600,Normal,0.786,0.461,0.609,0.535,0.835,0.673,0.693,0.165,1.0,0.796,2864,Legitimate
507,2026-08-01T01:35:42,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,718.25,-91.43,548,253,3600,Normal,0.432,0.981,0.515,0.748,0.946,0.719,0.697,0.054,1.0,0.813,2926,Legitimate
508,2026-08-01T01:36:12,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,741.25,-94.31,562,272,3600,Normal,0.394,0.398,0.91,0.654,0.78,0.62,0.685,0.22,1.0,0.774,2786,Legitimate
509,2026-08-01T01:37:38,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.48,-91.76,556,246,3600,Normal,0.41,0.743,0.565,0.654,0.91,0.657,0.681,0.09,1.0,0.786,2829,Legitimate
510,2026-08-01T01:38:49,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,713.97,-91.03,528,262,3600,Normal,0.671,0.812,0.502,0.657,0.949,0.734,0.689,0.051,1.0,0.815,2935,Legitimate
